direction,matched_control,seed,horizon,relative_origin,period,transition_adaptive_mse,transition_frozen_mse,transition_adaptive_mse_advantage,control_adaptive_mse,control_frozen_mse,control_adaptive_mse_advantage,excess_adaptive_mse_advantage
low_to_high_roughness,stable_low_roughness,0,12,39,mid,0.31240046985156433,0.34608181376125163,0.0336813439096873,0.299407868321432,0.29948062645565027,7.275813421825372e-05,0.033608585775469046
low_to_high_roughness,stable_low_roughness,0,12,42,mid,0.24767151568709977,0.1835819927364898,-0.06408952295060996,0.15922010195279004,0.15919668854906222,-2.3413403727828852e-05,-0.06406610954688213
low_to_high_roughness,stable_low_roughness,0,12,45,mid,0.6293127414408973,0.337998877230526,-0.2913138642103713,0.29547268226330065,0.2521268174503481,-0.04334586481295255,-0.24796799939741876
low_to_high_roughness,stable_low_roughness,0,12,48,mid,0.4534591729029411,0.2766903085307269,-0.17676886437221417,0.23403489518444995,0.23430760976141896,0.0002727145769690076,-0.17704157894918318
low_to_high_roughness,stable_low_roughness,0,12,51,mid,0.32890973836317533,0.5461995158149052,0.2172897774517299,0.37184515846434735,0.3732039175302848,0.0013587590659374649,0.21593101838579243
low_to_high_roughness,stable_low_roughness,0,12,54,mid,0.33440973334032914,0.7049494131314495,0.3705396797911204,0.3571052998459287,0.3551844097508641,-0.0019208900950645758,0.372460569886185
low_to_high_roughness,stable_low_roughness,0,12,57,mid,2.0581971606547653,1.6337024599191017,-0.42449470073566364,0.5493975259137628,0.5683482064165793,0.018950680502816564,-0.4434453812384802
low_to_high_roughness,stable_low_roughness,0,12,60,mid,0.9822472080285345,1.2096274867507486,0.2273802787222141,0.25908990142380106,0.21669073388402305,-0.042399167539778015,0.26977944626199213
low_to_high_roughness,stable_low_roughness,0,12,63,mid,0.9872726257789739,0.8955411489397802,-0.09173147683919369,0.1430180657713219,0.11115135967565822,-0.03186670609566368,-0.05986477074353001
low_to_high_roughness,stable_low_roughness,0,12,66,mid,1.6420107555148045,1.2778064175036867,-0.36420433801111773,0.27103902920363876,0.22860239264260876,-0.04243663656103,-0.3217677014500877
low_to_high_roughness,stable_low_roughness,0,12,69,mid,0.36433020614383377,0.8068087145932586,0.4424785084494249,0.2738484586933361,0.2129400974725226,-0.06090836122081353,0.5033868696702384
low_to_high_roughness,stable_low_roughness,0,12,72,late,0.5120538121464563,0.8199157109073085,0.30786189876085224,0.33866105506955974,0.29290674012844314,-0.04575431494111659,0.35361621370196883
low_to_high_roughness,stable_low_roughness,0,12,75,late,0.2900496512256627,0.4949513956842572,0.20490174445859455,0.2911960578749607,0.26316704743906666,-0.028029010435894064,0.2329307548944886
low_to_high_roughness,stable_low_roughness,0,12,78,late,0.40902112578767574,0.23938514427492583,-0.16963598151274992,0.22765919996257966,0.24282589937516064,0.015166699412580975,-0.1848026809253309
low_to_high_roughness,stable_low_roughness,0,12,81,late,0.4397619318866026,0.15638852165439274,-0.28337341023220985,0.3463775878451299,0.2007813671300064,-0.1455962207151235,-0.13777718951708637
