direction,matched_control,horizon,seed,mean_excess_adaptive_mse_advantage,transition_adaptive_mse_advantage,control_adaptive_mse_advantage
low_to_high,stable_low,12,7,-0.0683334934705861,-0.023971612360614777,0.04436188110997132
low_to_high,stable_low,12,8,0.01664652687724695,-0.035345216233057086,-0.05199174311030403
low_to_high,stable_low,12,9,0.03813912931361741,0.0319880481419341,-0.006151081171683313
low_to_high,stable_low,12,10,-0.07867016251058859,-0.16397403187484613,-0.08530386936425755
low_to_high,stable_low,12,11,-0.007505887880621622,0.009681906957977571,0.017187794838599193
low_to_high,stable_low,12,12,-0.03862870899634,-0.03550983756268692,0.003118871433653081
low_to_high,stable_low,12,13,0.13275786642608584,0.1252053217470007,-0.007552544679085213
low_to_high,stable_low,12,14,-0.36335751702396696,0.5107434392246445,0.8741009562486115
low_to_high,stable_low,12,15,-0.012720786162326189,-0.025377147698659317,-0.01265636153633313
low_to_high,stable_low,12,16,-0.018463880600479106,-0.005130101837894124,0.01333377876258498
low_to_high,stable_low,12,17,0.038239881783892336,-0.0194108388536567,-0.05765072063754906
low_to_high,stable_low,12,18,-0.013235790401391659,0.5160691117005961,0.5293049021019877
low_to_high,stable_low,12,19,0.01371753064732205,0.006154657439415759,-0.007562873207906282
low_to_high,stable_low,12,20,-0.10211258393854653,-0.18584346276750158,-0.08373087882895504
low_to_high,stable_low,12,21,-0.15456959599689238,-0.19831248696087767,-0.04374289096398527
low_to_high,stable_low,12,22,0.07550144327111341,0.14017559358956375,0.06467415031845035
low_to_high,stable_low,12,23,0.26612304488288935,0.27191213060435954,0.005789085721470254
low_to_high,stable_low,12,24,-0.03196008836164799,-0.20647334988638116,-0.17451326152473312
low_to_high,stable_low,12,25,0.02439641306557606,0.032013982639620873,0.007617569574044794
low_to_high,stable_low,12,26,0.0842587746760993,0.08245248774703806,-0.0018062869290612453
low_to_high,stable_low,12,27,-0.030528302268704285,-0.07550722344020565,-0.04497892117150134
low_to_high,stable_low,12,28,0.03855682965218925,0.09548536567873185,0.05692853602654258
low_to_high,stable_low,12,29,-0.03736567399120351,-0.05322714428888327,-0.01586147029767975
